Transaction_ID,Timestamp,User_ID,Sender_Account,Amount,Origin_IP,Device_ID,Destination_Account,Location
TXN-008110,2026-03-23 10:25:38,USR-111,ACC-011100,$171.65,192.168.2.107,DEV-SZZ-111A,ACC-684384,"Sydney, Australia"
TXN-008647,2026-03-23 10:25:43,USR-048,ACC-004800,$29.41,192.168.3.52,DEV-YGI-048A,ACC-308802,"Paris, France"
TXN-008780,2026-03-23 10:25:53,USR-031,ACC-003100,$111.99,192.168.2.214,DEV-DJB-031A,ACC-356150,"Sydney, Australia"
TXN-008937,2026-03-23 10:26:03,USR-113,ACC-011350,"$6,164.85",178.172.0.199,DEV-BVX-113F,ACC-925362,"Minsk, BLR"
TXN-008083,2026-03-23 10:26:13,USR-084,ACC-008400,$106.95,192.168.3.102,DEV-AFR-084A,ACC-703139,"Paris, France"
TXN-008901,2026-03-23 10:26:17,USR-080,ACC-008050,"$5,254.30",5.160.0.29,DEV-HWB-080F,ACC-666000,"Tehran, IRN"
TXN-008636,2026-03-23 10:26:27,USR-037,ACC-003700,$160.84,192.168.1.217,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-008927,2026-03-23 10:26:31,USR-065,ACC-006550,"$2,155.50",41.58.100.176,DEV-AKM-065F,ACC-TERROR1,"Lagos, NGA"
TXN-008707,2026-03-23 10:26:35,USR-108,ACC-010800,$131.28,172.16.0.97,DEV-XQI-108A,ACC-562236,"Toronto, Canada"
TXN-008674,2026-03-23 10:26:46,USR-075,ACC-007500,$241.68,172.16.0.236,DEV-TCA-075A,ACC-398151,"Toronto, Canada"
TXN-008571,2026-03-23 10:26:47,USR-122,ACC-012200,$172.91,10.0.0.128,DEV-UNC-122A,ACC-628313,"London, UK"
TXN-008652,2026-03-23 10:26:53,USR-053,ACC-005300,$130.77,172.20.0.129,DEV-GQT-053A,ACC-646622,"Singapore, SG"
TXN-008229,2026-03-23 10:26:55,USR-080,ACC-008000,$138.36,10.20.0.181,DEV-PHG-080A,ACC-841296,"Tokyo, Japan"
TXN-008574,2026-03-23 10:27:07,USR-125,ACC-012500,$196.21,10.20.0.198,DEV-NLP-125A,ACC-203996,"Tokyo, Japan"
TXN-008746,2026-03-23 10:27:20,USR-147,ACC-014700,$441.80,192.168.3.161,DEV-CQB-147A,ACC-841995,"Paris, France"
TXN-008682,2026-03-23 10:27:28,USR-083,ACC-008300,$244.58,172.20.0.45,DEV-SYN-083A,ACC-617781,"Singapore, SG"
TXN-008547,2026-03-23 10:27:31,USR-098,ACC-009800,$37.71,172.16.0.140,DEV-UGQ-098A,ACC-516791,"Toronto, Canada"
TXN-008357,2026-03-23 10:27:40,USR-058,ACC-005800,$114.77,192.168.3.112,DEV-USV-058A,ACC-233827,"Paris, France"
TXN-008695,2026-03-23 10:27:54,USR-096,ACC-009600,$169.30,10.20.0.172,DEV-RVZ-096A,ACC-619389,"Tokyo, Japan"
TXN-008042,2026-03-23 10:28:04,USR-043,ACC-004300,$197.57,192.168.3.191,DEV-ZDX-043A,ACC-299312,"Paris, France"
TXN-008385,2026-03-23 10:28:12,USR-086,ACC-008600,$250.88,172.20.0.242,DEV-MKI-086A,ACC-209680,"Singapore, SG"
TXN-008760,2026-03-23 10:28:24,USR-011,ACC-001100,$130.10,10.20.0.122,DEV-ZDM-011A,ACC-892495,"Tokyo, Japan"
TXN-008632,2026-03-23 10:28:35,USR-033,ACC-003300,$82.03,172.16.0.162,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-008845,2026-03-23 10:28:41,USR-096,ACC-009600,$80.63,10.20.0.112,DEV-RVZ-096A,ACC-619389,"Tokyo, Japan"
TXN-008117,2026-03-23 10:28:44,USR-118,ACC-011800,$43.37,172.20.0.37,DEV-FQZ-118A,ACC-153035,"Singapore, SG"
TXN-008172,2026-03-23 10:28:58,USR-023,ACC-002300,$85.41,172.20.0.252,DEV-EMW-023A,ACC-179046,"Singapore, SG"
TXN-008608,2026-03-23 10:29:05,USR-009,ACC-000900,$148.95,192.168.2.35,DEV-UKB-009A,ACC-694731,"Sydney, Australia"
TXN-008147,2026-03-23 10:29:13,USR-148,ACC-014800,$174.47,172.16.0.82,DEV-XKU-148A,ACC-811875,"Toronto, Canada"
TXN-008163,2026-03-23 10:29:21,USR-014,ACC-001400,$265.95,10.10.0.199,DEV-TNC-014A,ACC-755674,"Berlin, Germany"
TXN-008196,2026-03-23 10:29:24,USR-047,ACC-004700,$207.61,192.168.3.46,DEV-LFM-047A,ACC-871711,"Paris, France"
TXN-008027,2026-03-23 10:29:27,USR-028,ACC-002800,$48.32,172.16.0.161,DEV-BWK-028A,ACC-697347,"Toronto, Canada"
TXN-008781,2026-03-23 10:29:31,USR-032,ACC-003200,$255.72,10.10.0.64,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-008262,2026-03-23 10:29:35,USR-113,ACC-011300,$211.65,192.168.1.115,DEV-YIP-113A,ACC-779112,"New York, USA"
TXN-008329,2026-03-23 10:29:36,USR-030,ACC-003000,$193.34,10.10.0.233,DEV-YYA-030A,ACC-751332,"Berlin, Germany"
TXN-008706,2026-03-23 10:29:43,USR-107,ACC-010700,$275.79,192.168.2.19,DEV-JQQ-107A,ACC-810687,"Sydney, Australia"
TXN-008142,2026-03-23 10:29:56,USR-143,ACC-014300,$104.80,172.20.0.131,DEV-OPR-143A,ACC-691912,"Singapore, SG"
TXN-008800,2026-03-23 10:29:57,USR-051,ACC-005100,$162.65,192.168.1.97,DEV-XDD-051A,ACC-587213,"New York, USA"
TXN-008160,2026-03-23 10:30:12,USR-011,ACC-001100,$64.51,10.20.0.243,DEV-ZDM-011A,ACC-892495,"Tokyo, Japan"
TXN-008496,2026-03-23 10:30:17,USR-047,ACC-004700,$143.40,192.168.3.125,DEV-LFM-047A,ACC-871711,"Paris, France"
TXN-008063,2026-03-23 10:30:24,USR-064,ACC-006400,$52.14,192.168.2.147,DEV-RQC-064A,ACC-416232,"Sydney, Australia"
TXN-008168,2026-03-23 10:30:28,USR-019,ACC-001900,$51.71,172.20.0.137,DEV-FIP-019A,ACC-341292,"Singapore, SG"
TXN-008308,2026-03-23 10:30:40,USR-009,ACC-000900,$163.17,192.168.2.85,DEV-UKB-009A,ACC-694731,"Sydney, Australia"
TXN-008541,2026-03-23 10:30:51,USR-092,ACC-009200,$169.52,192.168.2.201,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-008791,2026-03-23 10:30:55,USR-042,ACC-004200,$222.17,192.168.3.99,DEV-CZE-042A,ACC-378361,"Paris, France"
TXN-008818,2026-03-23 10:31:08,USR-069,ACC-006900,$136.77,10.10.0.164,DEV-WSH-069A,ACC-110644,"Berlin, Germany"
TXN-008435,2026-03-23 10:31:12,USR-136,ACC-013600,$59.83,192.168.1.104,DEV-ZBF-136A,ACC-321494,"New York, USA"
TXN-008059,2026-03-23 10:31:14,USR-060,ACC-006000,$61.31,10.20.0.61,DEV-YKV-060A,ACC-593152,"Tokyo, Japan"
TXN-008185,2026-03-23 10:31:17,USR-036,ACC-003600,$128.27,172.16.0.172,DEV-VPD-036A,ACC-233636,"Toronto, Canada"
TXN-008664,2026-03-23 10:31:32,USR-065,ACC-006500,$79.25,192.168.1.152,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-008024,2026-03-23 10:31:40,USR-025,ACC-002500,$142.46,192.168.2.100,DEV-XEA-025A,ACC-509386,"Sydney, Australia"
TXN-008132,2026-03-23 10:31:54,USR-133,ACC-013300,$153.84,192.168.2.196,DEV-LEI-133A,ACC-440140,"Sydney, Australia"
TXN-008582,2026-03-23 10:32:04,USR-133,ACC-013300,$90.80,192.168.2.64,DEV-LEI-133A,ACC-440140,"Sydney, Australia"
TXN-008680,2026-03-23 10:32:12,USR-081,ACC-008100,$229.26,192.168.2.250,DEV-UQR-081A,ACC-307428,"Sydney, Australia"
TXN-008019,2026-03-23 10:32:24,USR-020,ACC-002000,$57.80,192.168.1.172,DEV-XWB-020A,ACC-349565,"New York, USA"
TXN-008456,2026-03-23 10:32:30,USR-007,ACC-000700,$126.04,192.168.3.126,DEV-RSR-007A,ACC-174870,"Paris, France"
TXN-008213,2026-03-23 10:32:44,USR-064,ACC-006400,$31.41,192.168.2.61,DEV-RQC-064A,ACC-416232,"Sydney, Australia"
TXN-008018,2026-03-23 10:32:52,USR-019,ACC-001900,$45.95,172.20.0.147,DEV-FIP-019A,ACC-341292,"Singapore, SG"
TXN-008932,2026-03-23 10:33:07,USR-114,ACC-011450,"$3,199.81",175.45.176.5,DEV-DGN-114F,ACC-FRAUD99,"Pyongyang, PRK"
TXN-008336,2026-03-23 10:33:11,USR-037,ACC-003700,$217.35,192.168.1.212,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-008135,2026-03-23 10:33:18,USR-136,ACC-013600,$86.10,192.168.1.19,DEV-ZBF-136A,ACC-321494,"New York, USA"
TXN-008560,2026-03-23 10:33:25,USR-111,ACC-011100,$145.52,192.168.2.23,DEV-SZZ-111A,ACC-684384,"Sydney, Australia"
TXN-008157,2026-03-23 10:33:38,USR-008,ACC-000800,$161.91,172.16.0.44,DEV-HYR-008A,ACC-330283,"Toronto, Canada"
TXN-008210,2026-03-23 10:33:39,USR-061,ACC-006100,$48.57,192.168.3.172,DEV-BYB-061A,ACC-132537,"Paris, France"
TXN-008014,2026-03-23 10:33:49,USR-015,ACC-001500,$119.35,172.16.0.29,DEV-EYX-015A,ACC-100599,"Toronto, Canada"
TXN-008557,2026-03-23 10:34:01,USR-108,ACC-010800,$288.83,172.16.0.40,DEV-XQI-108A,ACC-562236,"Toronto, Canada"
TXN-008634,2026-03-23 10:34:15,USR-035,ACC-003500,$103.52,172.16.0.17,DEV-GTO-035A,ACC-548462,"Toronto, Canada"
TXN-008858,2026-03-23 10:34:22,USR-109,ACC-010900,$93.95,10.10.0.231,DEV-KFU-109A,ACC-483629,"Berlin, Germany"
TXN-008212,2026-03-23 10:34:34,USR-063,ACC-006300,$195.84,10.0.0.64,DEV-EIP-063A,ACC-427110,"London, UK"
TXN-008826,2026-03-23 10:34:40,USR-077,ACC-007700,$178.75,172.16.0.224,DEV-YCG-077A,ACC-685181,"Toronto, Canada"
TXN-008031,2026-03-23 10:34:47,USR-032,ACC-003200,$254.46,10.10.0.176,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-008476,2026-03-23 10:34:57,USR-027,ACC-002700,$215.45,192.168.1.31,DEV-BPN-027A,ACC-656926,"New York, USA"
TXN-008509,2026-03-23 10:35:09,USR-060,ACC-006000,$68.76,10.20.0.177,DEV-YKV-060A,ACC-593152,"Tokyo, Japan"
TXN-008475,2026-03-23 10:35:19,USR-026,ACC-002600,$164.04,10.20.0.221,DEV-SUR-026A,ACC-610311,"Tokyo, Japan"
TXN-008443,2026-03-23 10:35:29,USR-144,ACC-014400,$59.63,192.168.3.68,DEV-BLH-144A,ACC-388016,"Paris, France"
TXN-008598,2026-03-23 10:35:38,USR-149,ACC-014900,$127.58,10.0.0.178,DEV-OKG-149A,ACC-788457,"London, UK"
TXN-008432,2026-03-23 10:35:47,USR-133,ACC-013300,$147.53,192.168.2.43,DEV-LEI-133A,ACC-440140,"Sydney, Australia"
TXN-008113,2026-03-23 10:35:58,USR-114,ACC-011400,$249.05,10.10.0.221,DEV-DBA-114A,ACC-616554,"Berlin, Germany"
TXN-008625,2026-03-23 10:36:13,USR-026,ACC-002600,$118.05,10.20.0.77,DEV-SUR-026A,ACC-610311,"Tokyo, Japan"
TXN-008470,2026-03-23 10:36:25,USR-021,ACC-002100,$116.50,172.20.0.94,DEV-MKC-021A,ACC-790993,"Singapore, SG"
TXN-008736,2026-03-23 10:36:38,USR-137,ACC-013700,$26.31,10.0.0.240,DEV-TEJ-137A,ACC-837852,"London, UK"
TXN-008325,2026-03-23 10:36:39,USR-026,ACC-002600,$110.91,10.20.0.137,DEV-SUR-026A,ACC-610311,"Tokyo, Japan"
TXN-008793,2026-03-23 10:36:48,USR-044,ACC-004400,$165.54,192.168.2.166,DEV-BRI-044A,ACC-429164,"Sydney, Australia"
TXN-008662,2026-03-23 10:36:50,USR-063,ACC-006300,$255.78,10.0.0.252,DEV-EIP-063A,ACC-427110,"London, UK"
TXN-008050,2026-03-23 10:36:58,USR-051,ACC-005100,$142.00,192.168.1.155,DEV-XDD-051A,ACC-587213,"New York, USA"
TXN-008337,2026-03-23 10:37:06,USR-038,ACC-003800,$322.13,172.16.0.220,DEV-GEU-038A,ACC-285652,"Toronto, Canada"
TXN-008580,2026-03-23 10:37:20,USR-131,ACC-013100,$272.66,192.168.1.220,DEV-RSA-131A,ACC-386544,"New York, USA"
TXN-008946,2026-03-23 10:37:35,USR-089,ACC-008950,"$5,429.27",175.45.176.158,DEV-LSD-089F,ACC-931958,"Pyongyang, PRK"
TXN-008711,2026-03-23 10:37:36,USR-112,ACC-011200,$137.22,10.0.0.168,DEV-RRP-112A,ACC-769567,"London, UK"
TXN-008678,2026-03-23 10:37:51,USR-079,ACC-007900,$416.74,10.0.0.96,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-008543,2026-03-23 10:37:55,USR-094,ACC-009400,$262.16,172.20.0.153,DEV-LMI-094A,ACC-899929,"Singapore, SG"
TXN-008066,2026-03-23 10:38:04,USR-067,ACC-006700,$78.97,172.20.0.48,DEV-VPI-067A,ACC-357420,"Singapore, SG"
TXN-008022,2026-03-23 10:38:13,USR-023,ACC-002300,$76.22,172.20.0.130,DEV-EMW-023A,ACC-179046,"Singapore, SG"
TXN-008895,2026-03-23 10:38:20,USR-146,ACC-014600,$197.19,192.168.1.228,DEV-VQI-146A,ACC-598733,"New York, USA"
TXN-008846,2026-03-23 10:38:32,USR-097,ACC-009700,$238.06,192.168.3.248,DEV-WLN-097A,ACC-579123,"Paris, France"
TXN-008049,2026-03-23 10:38:33,USR-050,ACC-005000,$156.58,192.168.1.170,DEV-WXU-050A,ACC-329471,"New York, USA"
TXN-008483,2026-03-23 10:38:42,USR-034,ACC-003400,$107.95,10.10.0.251,DEV-GXB-034A,ACC-765095,"Berlin, Germany"
TXN-008650,2026-03-23 10:38:49,USR-051,ACC-005100,$225.71,192.168.1.92,DEV-XDD-051A,ACC-587213,"New York, USA"
TXN-008209,2026-03-23 10:38:58,USR-060,ACC-006000,$129.93,10.20.0.132,DEV-YKV-060A,ACC-593152,"Tokyo, Japan"
TXN-008319,2026-03-23 10:39:11,USR-020,ACC-002000,$106.33,192.168.1.106,DEV-XWB-020A,ACC-349565,"New York, USA"
TXN-008861,2026-03-23 10:39:22,USR-112,ACC-011200,$76.49,10.0.0.58,DEV-RRP-112A,ACC-769567,"London, UK"
TXN-008904,2026-03-23 10:39:23,USR-085,ACC-008550,"$8,490.07",5.160.0.44,DEV-XEP-085F,ACC-908301,"Tehran, IRN"
TXN-008878,2026-03-23 10:39:27,USR-129,ACC-012900,$161.53,10.20.0.28,DEV-SZP-129A,ACC-468727,"Tokyo, Japan"
TXN-008819,2026-03-23 10:39:32,USR-070,ACC-007000,$220.54,10.20.0.172,DEV-TRQ-070A,ACC-614663,"Tokyo, Japan"
TXN-008825,2026-03-23 10:39:40,USR-076,ACC-007600,$104.70,192.168.1.57,DEV-WCB-076A,ACC-615633,"New York, USA"
TXN-008976,2026-03-23 10:39:47,USR-054,ACC-005450,"$3,116.01",178.172.0.189,DEV-GSS-054F,ACC-947028,"Minsk, BLR"
TXN-008198,2026-03-23 10:40:02,USR-049,ACC-004900,$101.24,10.0.0.192,DEV-XOS-049A,ACC-502630,"London, UK"
TXN-008726,2026-03-23 10:40:07,USR-127,ACC-012700,$73.77,10.10.0.140,DEV-DXB-127A,ACC-189511,"Berlin, Germany"
TXN-008032,2026-03-23 10:40:20,USR-033,ACC-003300,$139.27,172.16.0.123,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-008473,2026-03-23 10:40:34,USR-024,ACC-002400,$122.05,192.168.1.213,DEV-OAC-024A,ACC-890170,"New York, USA"
TXN-008905,2026-03-23 10:40:39,USR-033,ACC-003350,$987.00,175.45.176.135,DEV-PSF-033F,ACC-975582,"Pyongyang, PRK"
TXN-008186,2026-03-23 10:40:47,USR-037,ACC-003700,$197.16,192.168.1.60,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-008472,2026-03-23 10:40:50,USR-023,ACC-002300,$62.00,172.20.0.254,DEV-EMW-023A,ACC-179046,"Singapore, SG"
TXN-008094,2026-03-23 10:40:57,USR-095,ACC-009500,$426.46,192.168.2.133,DEV-GJW-095A,ACC-530728,"Sydney, Australia"
TXN-008821,2026-03-23 10:41:02,USR-072,ACC-007200,$290.65,192.168.3.225,DEV-HGD-072A,ACC-301939,"Paris, France"
TXN-008970,2026-03-23 10:41:12,USR-092,ACC-009250,"$6,559.15",178.172.0.12,DEV-WWH-092F,ACC-666000,"Pyongyang, PRK"
TXN-008534,2026-03-23 10:41:27,USR-085,ACC-008500,$147.71,10.10.0.36,DEV-TEN-085A,ACC-563711,"Berlin, Germany"
TXN-008544,2026-03-23 10:41:28,USR-095,ACC-009500,$302.95,192.168.2.251,DEV-GJW-095A,ACC-530728,"Sydney, Australia"
TXN-008742,2026-03-23 10:41:40,USR-143,ACC-014300,$100.87,172.20.0.252,DEV-OPR-143A,ACC-691912,"Singapore, SG"
TXN-008389,2026-03-23 10:41:49,USR-090,ACC-009000,$182.04,192.168.2.159,DEV-IAK-090A,ACC-335615,"Sydney, Australia"
TXN-008984,2026-03-23 10:42:04,USR-014,ACC-001450,"$7,766.14",185.15.55.2,DEV-HQP-014F,ACC-962759,"Lagos, NGA"
TXN-008151,2026-03-23 10:42:07,USR-002,ACC-000200,$22.67,192.168.1.209,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-008230,2026-03-23 10:42:15,USR-081,ACC-008100,$161.12,192.168.2.145,DEV-UQR-081A,ACC-307428,"Sydney, Australia"
TXN-008982,2026-03-23 10:42:29,USR-062,ACC-006250,"$3,947.81",41.58.100.99,DEV-STE-062F,ACC-930145,"Tehran, IRN"
TXN-008768,2026-03-23 10:42:40,USR-019,ACC-001900,$73.18,172.20.0.176,DEV-FIP-019A,ACC-341292,"Singapore, SG"
TXN-008559,2026-03-23 10:42:48,USR-110,ACC-011000,$223.55,10.10.0.112,DEV-YZH-110A,ACC-455168,"Berlin, Germany"
TXN-008082,2026-03-23 10:42:50,USR-083,ACC-008300,$134.03,172.20.0.227,DEV-SYN-083A,ACC-617781,"Singapore, SG"
TXN-008854,2026-03-23 10:43:02,USR-105,ACC-010500,$54.28,172.20.0.43,DEV-JJH-105A,ACC-833247,"Singapore, SG"
TXN-008526,2026-03-23 10:43:11,USR-077,ACC-007700,$282.11,172.16.0.174,DEV-YCG-077A,ACC-685181,"Toronto, Canada"
TXN-008140,2026-03-23 10:43:13,USR-141,ACC-014100,$53.60,172.16.0.87,DEV-QNF-141A,ACC-466346,"Toronto, Canada"
TXN-008239,2026-03-23 10:43:16,USR-090,ACC-009000,$210.51,192.168.2.207,DEV-IAK-090A,ACC-335615,"Sydney, Australia"
TXN-008400,2026-03-23 10:43:29,USR-101,ACC-010100,$322.56,10.10.0.141,DEV-BUH-101A,ACC-493049,"Berlin, Germany"
TXN-008630,2026-03-23 10:43:39,USR-031,ACC-003100,$100.46,192.168.2.16,DEV-DJB-031A,ACC-356150,"Sydney, Australia"
TXN-008439,2026-03-23 10:43:54,USR-140,ACC-014000,$238.39,10.20.0.2,DEV-GPN-140A,ACC-514991,"Tokyo, Japan"
TXN-008631,2026-03-23 10:44:06,USR-032,ACC-003200,$120.64,10.10.0.211,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-008569,2026-03-23 10:44:15,USR-120,ACC-012000,$81.53,192.168.1.110,DEV-ZZO-120A,ACC-282973,"New York, USA"
TXN-008586,2026-03-23 10:44:18,USR-137,ACC-013700,$15.05,10.0.0.206,DEV-TEJ-137A,ACC-837852,"London, UK"
TXN-008250,2026-03-23 10:44:25,USR-101,ACC-010100,$239.02,10.10.0.175,DEV-BUH-101A,ACC-493049,"Berlin, Germany"
TXN-008603,2026-03-23 10:44:32,USR-004,ACC-000400,$71.60,192.168.3.37,DEV-JJI-004A,ACC-377370,"Paris, France"
TXN-008150,2026-03-23 10:44:38,USR-001,ACC-000100,$27.87,10.0.0.182,DEV-HFT-001A,ACC-809570,"London, UK"
TXN-008790,2026-03-23 10:44:46,USR-041,ACC-004100,$164.33,192.168.2.177,DEV-HBU-041A,ACC-468203,"Sydney, Australia"
TXN-008338,2026-03-23 10:44:47,USR-039,ACC-003900,$141.89,192.168.3.98,DEV-KRT-039A,ACC-360222,"Paris, France"
TXN-008248,2026-03-23 10:44:50,USR-099,ACC-009900,$251.11,10.20.0.229,DEV-QXM-099A,ACC-667296,"Tokyo, Japan"
TXN-008639,2026-03-23 10:44:58,USR-040,ACC-004000,$243.00,192.168.1.186,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-008427,2026-03-23 10:45:08,USR-128,ACC-012800,$225.75,172.16.0.134,DEV-POI-128A,ACC-228168,"Toronto, Canada"
TXN-008068,2026-03-23 10:45:23,USR-069,ACC-006900,$71.22,10.10.0.199,DEV-WSH-069A,ACC-110644,"Berlin, Germany"
TXN-008975,2026-03-23 10:45:35,USR-117,ACC-011750,"$1,786.86",178.172.0.36,DEV-BHZ-117F,ACC-923480,"Minsk, BLR"
TXN-008519,2026-03-23 10:45:50,USR-070,ACC-007000,$185.02,10.20.0.3,DEV-TRQ-070A,ACC-614663,"Tokyo, Japan"
TXN-008535,2026-03-23 10:45:54,USR-086,ACC-008600,$226.36,172.20.0.22,DEV-MKI-086A,ACC-209680,"Singapore, SG"
TXN-008428,2026-03-23 10:46:09,USR-129,ACC-012900,$223.16,10.20.0.25,DEV-SZP-129A,ACC-468727,"Tokyo, Japan"
TXN-008994,2026-03-23 10:46:17,USR-010,ACC-001050,"$3,675.02",185.15.55.231,DEV-OGP-010F,ACC-900157,"Moscow, RUS"
TXN-008177,2026-03-23 10:46:19,USR-028,ACC-002800,$34.48,172.16.0.251,DEV-BWK-028A,ACC-697347,"Toronto, Canada"
TXN-008349,2026-03-23 10:46:24,USR-050,ACC-005000,$394.51,192.168.1.151,DEV-WXU-050A,ACC-329471,"New York, USA"
TXN-008285,2026-03-23 10:46:30,USR-136,ACC-013600,$57.50,192.168.1.166,DEV-ZBF-136A,ACC-321494,"New York, USA"
TXN-008162,2026-03-23 10:46:42,USR-013,ACC-001300,$193.75,10.0.0.106,DEV-NGQ-013A,ACC-216970,"London, UK"
TXN-008458,2026-03-23 10:46:53,USR-009,ACC-000900,$279.96,192.168.2.222,DEV-UKB-009A,ACC-694731,"Sydney, Australia"
TXN-008855,2026-03-23 10:47:08,USR-106,ACC-010600,$29.48,10.10.0.77,DEV-WUZ-106A,ACC-735863,"Berlin, Germany"
TXN-008463,2026-03-23 10:47:20,USR-014,ACC-001400,$288.83,10.10.0.22,DEV-TNC-014A,ACC-755674,"Berlin, Germany"
TXN-008054,2026-03-23 10:47:33,USR-055,ACC-005500,$155.15,10.0.0.203,DEV-IMB-055A,ACC-540552,"London, UK"
TXN-008274,2026-03-23 10:47:36,USR-125,ACC-012500,$336.11,10.20.0.110,DEV-NLP-125A,ACC-203996,"Tokyo, Japan"
TXN-008078,2026-03-23 10:47:48,USR-079,ACC-007900,$177.29,10.0.0.52,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-008330,2026-03-23 10:48:00,USR-031,ACC-003100,$98.12,192.168.2.25,DEV-DJB-031A,ACC-356150,"Sydney, Australia"
TXN-008785,2026-03-23 10:48:02,USR-036,ACC-003600,$196.16,172.16.0.32,DEV-VPD-036A,ACC-233636,"Toronto, Canada"
TXN-008420,2026-03-23 10:48:04,USR-121,ACC-012100,$173.91,192.168.3.96,DEV-GIE-121A,ACC-154944,"Paris, France"
TXN-008030,2026-03-23 10:48:06,USR-031,ACC-003100,$135.55,192.168.2.165,DEV-DJB-031A,ACC-356150,"Sydney, Australia"
TXN-008507,2026-03-23 10:48:18,USR-058,ACC-005800,$107.01,192.168.3.238,DEV-USV-058A,ACC-233827,"Paris, France"
TXN-008887,2026-03-23 10:48:26,USR-138,ACC-013800,$26.08,192.168.3.24,DEV-WBA-138A,ACC-181644,"Paris, France"
TXN-008721,2026-03-23 10:48:37,USR-122,ACC-012200,$150.33,10.0.0.25,DEV-UNC-122A,ACC-628313,"London, UK"
TXN-008610,2026-03-23 10:48:43,USR-011,ACC-001100,$113.47,10.20.0.247,DEV-ZDM-011A,ACC-892495,"Tokyo, Japan"
TXN-008624,2026-03-23 10:48:45,USR-025,ACC-002500,$384.87,192.168.2.102,DEV-XEA-025A,ACC-509386,"Sydney, Australia"
TXN-008517,2026-03-23 10:48:54,USR-068,ACC-006800,$115.31,192.168.2.123,DEV-ORI-068A,ACC-618317,"Sydney, Australia"
TXN-008921,2026-03-23 10:49:06,USR-040,ACC-004050,"$2,649.28",5.160.0.142,DEV-VWF-040F,ACC-976692,"Tehran, IRN"
TXN-008419,2026-03-23 10:49:13,USR-120,ACC-012000,$103.30,192.168.1.177,DEV-ZZO-120A,ACC-282973,"New York, USA"
TXN-008045,2026-03-23 10:49:25,USR-046,ACC-004600,$166.83,172.16.0.205,DEV-HOA-046A,ACC-400850,"Toronto, Canada"
TXN-008446,2026-03-23 10:49:38,USR-147,ACC-014700,$320.74,192.168.3.90,DEV-CQB-147A,ACC-841995,"Paris, France"
TXN-008079,2026-03-23 10:49:47,USR-080,ACC-008000,$107.67,10.20.0.127,DEV-PHG-080A,ACC-841296,"Tokyo, Japan"
TXN-008305,2026-03-23 10:49:57,USR-006,ACC-000600,$251.24,192.168.2.57,DEV-ZWW-006A,ACC-498591,"Sydney, Australia"
TXN-008532,2026-03-23 10:50:00,USR-083,ACC-008300,$136.21,172.20.0.32,DEV-SYN-083A,ACC-617781,"Singapore, SG"
TXN-008243,2026-03-23 10:50:07,USR-094,ACC-009400,$221.49,172.20.0.17,DEV-LMI-094A,ACC-899929,"Singapore, SG"
TXN-008353,2026-03-23 10:50:16,USR-054,ACC-005400,$100.82,10.10.0.139,DEV-IXC-054A,ACC-258157,"Berlin, Germany"
TXN-008297,2026-03-23 10:50:23,USR-148,ACC-014800,$146.73,172.16.0.102,DEV-XKU-148A,ACC-811875,"Toronto, Canada"
TXN-008396,2026-03-23 10:50:24,USR-097,ACC-009700,$386.78,192.168.3.201,DEV-WLN-097A,ACC-579123,"Paris, France"
TXN-008459,2026-03-23 10:50:37,USR-010,ACC-001000,$388.67,10.20.0.125,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-008637,2026-03-23 10:50:40,USR-038,ACC-003800,$173.82,172.16.0.242,DEV-GEU-038A,ACC-285652,"Toronto, Canada"
TXN-008202,2026-03-23 10:50:55,USR-053,ACC-005300,$94.82,172.20.0.228,DEV-GQT-053A,ACC-646622,"Singapore, SG"
TXN-008654,2026-03-23 10:51:01,USR-055,ACC-005500,$111.50,10.0.0.57,DEV-IMB-055A,ACC-540552,"London, UK"
TXN-008919,2026-03-23 10:51:11,USR-058,ACC-005850,"$8,909.34",175.45.176.5,DEV-ZNX-058F,ACC-SANC002,"Tehran, IRN"
TXN-008962,2026-03-23 10:51:25,USR-030,ACC-003050,"$6,422.58",41.58.100.99,DEV-ZZB-030F,ACC-974356,"Minsk, BLR"
TXN-008988,2026-03-23 10:51:36,USR-126,ACC-012650,"$6,338.61",185.15.55.211,DEV-KCL-126F,ACC-666000,"Moscow, RUS"
TXN-008555,2026-03-23 10:51:50,USR-106,ACC-010600,$24.85,10.10.0.72,DEV-WUZ-106A,ACC-735863,"Berlin, Germany"
