Transaction_ID,Timestamp,User_ID,Sender_Account,Amount,Origin_IP,Device_ID,Destination_Account,Location
TXN-001103,2026-01-11 21:35:34,USR-010,ACC-001000,$303.14,10.20.0.46,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-002130,2026-01-12 00:00:05,USR-076,ACC-007600,$37.09,192.168.1.37,DEV-WCB-076A,ACC-615633,"New York, USA"
TXN-002750,2026-01-12 00:03:19,USR-127,ACC-012700,$145.53,10.10.0.9,DEV-DXB-127A,ACC-189511,"Berlin, Germany"
TXN-002212,2026-01-12 00:43:17,USR-090,ACC-009000,$127.31,192.168.2.53,DEV-IAK-090A,ACC-335615,"Sydney, Australia"
TXN-001890,2026-01-12 01:59:51,USR-002,ACC-000200,$19.49,192.168.1.153,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-001902,2026-01-12 04:05:20,USR-002,ACC-000200,$37.96,192.168.1.37,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-001637,2026-01-12 04:44:02,USR-072,ACC-007200,$312.58,192.168.3.47,DEV-HGD-072A,ACC-301939,"Paris, France"
TXN-002229,2026-01-12 05:52:01,USR-079,ACC-007900,$157.12,10.0.0.45,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-002231,2026-01-12 06:13:27,USR-079,ACC-007900,$195.04,10.0.0.21,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-001798,2026-01-12 07:59:45,USR-132,ACC-013200,$103.71,192.168.1.160,DEV-DRB-132A,ACC-876962,"New York, USA"
TXN-002025,2026-01-12 08:25:18,USR-092,ACC-009200,$130.21,192.168.2.212,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-001477,2026-01-12 09:48:04,USR-056,ACC-005600,$208.73,192.168.1.129,DEV-TJA-056A,ACC-468845,"New York, USA"
TXN-001171,2026-01-12 10:23:17,USR-082,ACC-008200,$143.76,10.10.0.70,DEV-BEH-082A,ACC-885339,"Berlin, Germany"
TXN-002427,2026-01-12 13:25:32,USR-065,ACC-006500,$182.72,192.168.1.230,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-001946,2026-01-12 17:12:23,USR-008,ACC-000800,$61.05,172.16.0.252,DEV-HYR-008A,ACC-330283,"Toronto, Canada"
TXN-001187,2026-01-12 18:22:46,USR-027,ACC-002700,$211.44,192.168.1.86,DEV-BPN-027A,ACC-656926,"New York, USA"
TXN-002846,2026-01-12 18:47:00,USR-147,ACC-014700,$455.25,192.168.3.249,DEV-CQB-147A,ACC-841995,"Paris, France"
TXN-002039,2026-01-12 19:53:18,USR-092,ACC-009200,$113.30,192.168.2.62,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-001554,2026-01-12 20:14:09,USR-124,ACC-012400,$58.08,172.20.0.42,DEV-CPB-124A,ACC-388375,"Singapore, SG"
TXN-002377,2026-01-12 20:45:50,USR-024,ACC-002400,$287.22,192.168.1.240,DEV-OAC-024A,ACC-890170,"New York, USA"
TXN-001923,2026-01-12 20:47:21,USR-017,ACC-001700,$279.66,10.0.0.154,DEV-NDR-017A,ACC-676510,"London, UK"
TXN-001655,2026-01-12 22:31:13,USR-006,ACC-000600,$339.54,192.168.2.206,DEV-ZWW-006A,ACC-498591,"Sydney, Australia"
TXN-002748,2026-01-12 23:47:09,USR-127,ACC-012700,$139.34,10.10.0.194,DEV-DXB-127A,ACC-189511,"Berlin, Germany"
TXN-002190,2026-01-13 01:47:06,USR-139,ACC-013900,$96.06,10.20.0.17,DEV-KZE-139A,ACC-748151,"Tokyo, Japan"
TXN-001497,2026-01-13 02:12:57,USR-057,ACC-005700,$203.64,10.20.0.211,DEV-TUX-057A,ACC-611945,"Tokyo, Japan"
TXN-001806,2026-01-13 04:02:15,USR-071,ACC-007100,$109.28,10.20.0.142,DEV-HPM-071A,ACC-656711,"Tokyo, Japan"
TXN-001534,2026-01-13 04:54:33,USR-144,ACC-014400,$97.38,192.168.3.113,DEV-BLH-144A,ACC-388016,"Paris, France"
TXN-001321,2026-01-13 08:36:22,USR-045,ACC-004500,$263.25,10.10.0.114,DEV-ISO-045A,ACC-301158,"Berlin, Germany"
TXN-002374,2026-01-13 08:37:45,USR-024,ACC-002400,$201.39,192.168.1.181,DEV-OAC-024A,ACC-890170,"New York, USA"
TXN-001089,2026-01-13 11:14:17,USR-142,ACC-014200,$132.74,172.16.0.164,DEV-DFP-142A,ACC-897143,"Toronto, Canada"
TXN-002148,2026-01-13 12:14:25,USR-120,ACC-012000,$145.53,192.168.1.106,DEV-ZZO-120A,ACC-282973,"New York, USA"
TXN-002612,2026-01-13 13:31:43,USR-099,ACC-009900,$318.90,10.20.0.3,DEV-QXM-099A,ACC-667296,"Tokyo, Japan"
TXN-001227,2026-01-13 13:59:30,USR-116,ACC-011600,$141.73,10.0.0.76,DEV-QYH-116A,ACC-823811,"London, UK"
TXN-001533,2026-01-13 13:59:46,USR-144,ACC-014400,$35.69,192.168.3.45,DEV-BLH-144A,ACC-388016,"Paris, France"
TXN-002394,2026-01-13 14:17:41,USR-150,ACC-015000,$250.07,10.0.0.51,DEV-DJZ-150A,ACC-832409,"London, UK"
TXN-002032,2026-01-13 16:10:44,USR-092,ACC-009200,$216.30,192.168.2.185,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-001181,2026-01-13 16:57:01,USR-082,ACC-008200,$240.66,10.10.0.161,DEV-BEH-082A,ACC-885339,"Berlin, Germany"
TXN-002630,2026-01-13 16:57:30,USR-001,ACC-000100,$34.47,10.0.0.72,DEV-HFT-001A,ACC-809570,"London, UK"
TXN-002704,2026-01-13 17:05:06,USR-118,ACC-011800,$56.80,172.20.0.61,DEV-FQZ-118A,ACC-153035,"Singapore, SG"
TXN-002020,2026-01-13 17:15:09,USR-092,ACC-009200,$222.43,192.168.2.164,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-002064,2026-01-13 17:31:59,USR-112,ACC-011200,$217.16,10.0.0.116,DEV-RRP-112A,ACC-769567,"London, UK"
TXN-001209,2026-01-13 18:17:45,USR-074,ACC-007400,$150.69,192.168.2.155,DEV-JHS-074A,ACC-232731,"Sydney, Australia"
TXN-002616,2026-01-13 19:25:15,USR-099,ACC-009900,$216.99,10.20.0.69,DEV-QXM-099A,ACC-667296,"Tokyo, Japan"
TXN-001308,2026-01-13 19:29:13,USR-122,ACC-012200,$143.41,10.0.0.24,DEV-UNC-122A,ACC-628313,"London, UK"
TXN-001199,2026-01-13 20:10:53,USR-077,ACC-007700,$120.65,172.16.0.150,DEV-YCG-077A,ACC-685181,"Toronto, Canada"
TXN-002364,2026-01-13 23:37:38,USR-096,ACC-009600,$67.62,10.20.0.3,DEV-RVZ-096A,ACC-619389,"Tokyo, Japan"
TXN-002468,2026-01-13 23:49:23,USR-005,ACC-000500,$35.93,10.20.0.27,DEV-HQX-005A,ACC-479201,"Tokyo, Japan"
TXN-002867,2026-01-14 01:20:47,USR-107,ACC-010700,$253.10,192.168.2.142,DEV-JQQ-107A,ACC-810687,"Sydney, Australia"
TXN-002021,2026-01-14 01:41:10,USR-092,ACC-009200,$182.19,192.168.2.120,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-001755,2026-01-14 04:10:50,USR-098,ACC-009800,$40.28,172.16.0.88,DEV-UGQ-098A,ACC-516791,"Toronto, Canada"
TXN-001591,2026-01-14 05:05:07,USR-062,ACC-006200,$109.03,172.16.0.49,DEV-MCY-062A,ACC-587623,"Toronto, Canada"
TXN-002675,2026-01-14 05:10:30,USR-055,ACC-005500,$71.09,10.0.0.245,DEV-IMB-055A,ACC-540552,"London, UK"
TXN-002414,2026-01-14 06:08:11,USR-016,ACC-001600,$113.77,192.168.3.147,DEV-VHB-016A,ACC-694916,"Paris, France"
TXN-002104,2026-01-14 07:25:52,USR-117,ACC-011700,$43.18,192.168.3.176,DEV-ROZ-117A,ACC-476096,"Paris, France"
TXN-001118,2026-01-14 08:15:40,USR-141,ACC-014100,$16.72,172.16.0.245,DEV-QNF-141A,ACC-466346,"Toronto, Canada"
TXN-001380,2026-01-14 09:57:24,USR-018,ACC-001800,$215.37,192.168.2.54,DEV-TRS-018A,ACC-518373,"Sydney, Australia"
TXN-001406,2026-01-14 12:14:23,USR-054,ACC-005400,$76.16,10.10.0.195,DEV-IXC-054A,ACC-258157,"Berlin, Germany"
TXN-001779,2026-01-14 13:42:09,USR-119,ACC-011900,$22.18,192.168.2.110,DEV-TFF-119A,ACC-344316,"Sydney, Australia"
TXN-002701,2026-01-14 18:12:20,USR-118,ACC-011800,$39.35,172.20.0.149,DEV-FQZ-118A,ACC-153035,"Singapore, SG"
TXN-002569,2026-01-14 21:15:55,USR-084,ACC-008400,$125.93,192.168.3.110,DEV-AFR-084A,ACC-703139,"Paris, France"
TXN-002767,2026-01-14 21:35:50,USR-146,ACC-014600,$213.24,192.168.1.207,DEV-VQI-146A,ACC-598733,"New York, USA"
TXN-001273,2026-01-14 23:21:49,USR-121,ACC-012100,$338.15,192.168.3.134,DEV-GIE-121A,ACC-154944,"Paris, France"
TXN-001426,2026-01-15 00:37:32,USR-080,ACC-008000,$205.43,10.20.0.186,DEV-PHG-080A,ACC-841296,"Tokyo, Japan"
TXN-002094,2026-01-15 02:36:52,USR-050,ACC-005000,$275.07,192.168.1.202,DEV-WXU-050A,ACC-329471,"New York, USA"
TXN-001896,2026-01-15 02:39:17,USR-002,ACC-000200,$42.41,192.168.1.5,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-001943,2026-01-15 03:51:38,USR-008,ACC-000800,$235.52,172.16.0.248,DEV-HYR-008A,ACC-330283,"Toronto, Canada"
TXN-001524,2026-01-15 08:00:56,USR-144,ACC-014400,$33.27,192.168.3.189,DEV-BLH-144A,ACC-388016,"Paris, France"
TXN-002209,2026-01-15 08:50:36,USR-090,ACC-009000,$281.19,192.168.2.194,DEV-IAK-090A,ACC-335615,"Sydney, Australia"
TXN-002585,2026-01-15 13:10:04,USR-042,ACC-004200,$334.01,192.168.3.54,DEV-CZE-042A,ACC-378361,"Paris, France"
TXN-001977,2026-01-15 13:25:01,USR-040,ACC-004000,$403.78,192.168.1.214,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-001510,2026-01-15 13:42:23,USR-086,ACC-008600,$156.24,172.20.0.50,DEV-MKI-086A,ACC-209680,"Singapore, SG"
TXN-001134,2026-01-15 13:42:38,USR-009,ACC-000900,$246.87,192.168.2.17,DEV-UKB-009A,ACC-694731,"Sydney, Australia"
TXN-001228,2026-01-15 15:03:20,USR-116,ACC-011600,$298.33,10.0.0.24,DEV-QYH-116A,ACC-823811,"London, UK"
TXN-002751,2026-01-15 18:01:17,USR-127,ACC-012700,$90.23,10.10.0.251,DEV-DXB-127A,ACC-189511,"Berlin, Germany"
TXN-002337,2026-01-15 19:20:29,USR-021,ACC-002100,$60.93,172.20.0.44,DEV-MKC-021A,ACC-790993,"Singapore, SG"
TXN-001809,2026-01-15 20:21:44,USR-075,ACC-007500,$277.78,172.16.0.78,DEV-TCA-075A,ACC-398151,"Toronto, Canada"
TXN-002712,2026-01-15 23:03:35,USR-029,ACC-002900,$133.23,10.20.0.58,DEV-OIG-029A,ACC-802258,"Tokyo, Japan"
TXN-001146,2026-01-15 23:29:28,USR-039,ACC-003900,$296.82,192.168.3.34,DEV-KRT-039A,ACC-360222,"Paris, France"
TXN-002210,2026-01-16 01:30:09,USR-090,ACC-009000,$250.18,192.168.2.16,DEV-IAK-090A,ACC-335615,"Sydney, Australia"
TXN-001466,2026-01-16 03:05:40,USR-126,ACC-012600,$97.89,192.168.2.166,DEV-XKV-126A,ACC-518098,"Sydney, Australia"
TXN-001773,2026-01-16 05:37:40,USR-119,ACC-011900,$54.96,192.168.2.122,DEV-TFF-119A,ACC-344316,"Sydney, Australia"
TXN-002034,2026-01-16 07:08:17,USR-092,ACC-009200,$90.85,192.168.2.6,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-001643,2026-01-16 07:35:18,USR-072,ACC-007200,$286.59,192.168.3.174,DEV-HGD-072A,ACC-301939,"Paris, France"
TXN-001217,2026-01-16 08:44:45,USR-129,ACC-012900,$183.46,10.20.0.112,DEV-SZP-129A,ACC-468727,"Tokyo, Japan"
TXN-002558,2026-01-16 10:22:38,USR-084,ACC-008400,$226.77,192.168.3.110,DEV-AFR-084A,ACC-703139,"Paris, France"
TXN-001823,2026-01-16 11:01:38,USR-125,ACC-012500,$157.09,10.20.0.133,DEV-NLP-125A,ACC-203996,"Tokyo, Japan"
TXN-001682,2026-01-16 13:24:16,USR-032,ACC-003200,$196.57,10.10.0.76,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-002556,2026-01-16 15:17:59,USR-084,ACC-008400,$139.39,192.168.3.30,DEV-AFR-084A,ACC-703139,"Paris, France"
TXN-002176,2026-01-16 15:50:33,USR-123,ACC-012300,$125.95,10.10.0.62,DEV-ZBM-123A,ACC-521126,"Berlin, Germany"
TXN-001971,2026-01-16 16:30:19,USR-040,ACC-004000,$165.69,192.168.1.85,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-002530,2026-01-16 16:51:22,USR-137,ACC-013700,$14.88,10.0.0.102,DEV-TEJ-137A,ACC-837852,"London, UK"
TXN-001976,2026-01-16 17:29:46,USR-040,ACC-004000,$181.40,192.168.1.122,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-001910,2026-01-16 18:36:49,USR-017,ACC-001700,$413.55,10.0.0.98,DEV-NDR-017A,ACC-676510,"London, UK"
TXN-002197,2026-01-16 21:03:47,USR-139,ACC-013900,$156.73,10.20.0.154,DEV-KZE-139A,ACC-748151,"Tokyo, Japan"
TXN-001957,2026-01-16 23:20:55,USR-007,ACC-000700,$145.39,192.168.3.227,DEV-RSR-007A,ACC-174870,"Paris, France"
TXN-001546,2026-01-16 23:29:34,USR-124,ACC-012400,$43.15,172.20.0.80,DEV-CPB-124A,ACC-388375,"Singapore, SG"
TXN-001095,2026-01-17 00:18:54,USR-133,ACC-013300,$94.43,192.168.2.170,DEV-LEI-133A,ACC-440140,"Sydney, Australia"
TXN-002068,2026-01-17 03:05:46,USR-041,ACC-004100,$139.55,192.168.2.35,DEV-HBU-041A,ACC-468203,"Sydney, Australia"
TXN-001659,2026-01-17 04:34:29,USR-006,ACC-000600,$145.09,192.168.2.248,DEV-ZWW-006A,ACC-498591,"Sydney, Australia"
TXN-001552,2026-01-17 05:26:11,USR-124,ACC-012400,$30.88,172.20.0.240,DEV-CPB-124A,ACC-388375,"Singapore, SG"
TXN-002786,2026-01-17 06:35:04,USR-012,ACC-001200,$246.04,10.20.0.114,DEV-KPM-012A,ACC-363626,"Tokyo, Japan"
TXN-001606,2026-01-17 07:02:56,USR-062,ACC-006200,$42.32,172.16.0.143,DEV-MCY-062A,ACC-587623,"Toronto, Canada"
TXN-002433,2026-01-17 08:17:43,USR-065,ACC-006500,$166.66,192.168.1.9,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-001051,2026-01-17 08:45:00,USR-004,ACC-000400,$20.28,192.168.3.29,DEV-JJI-004A,ACC-377370,"Paris, France"
TXN-002246,2026-01-17 09:31:59,USR-115,ACC-011500,$125.93,10.20.0.79,DEV-RTY-115A,ACC-539486,"Tokyo, Japan"
TXN-001098,2026-01-17 09:38:15,USR-010,ACC-001000,$159.12,10.20.0.19,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-001347,2026-01-17 10:58:38,USR-031,ACC-003100,$186.48,192.168.2.122,DEV-DJB-031A,ACC-356150,"Sydney, Australia"
TXN-001101,2026-01-17 11:44:22,USR-010,ACC-001000,$414.07,10.20.0.68,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-002354,2026-01-17 13:43:57,USR-021,ACC-002100,$47.44,172.20.0.23,DEV-MKC-021A,ACC-790993,"Singapore, SG"
TXN-001698,2026-01-17 14:15:14,USR-111,ACC-011100,$377.16,192.168.2.28,DEV-SZZ-111A,ACC-684384,"Sydney, Australia"
TXN-002294,2026-01-17 14:20:01,USR-026,ACC-002600,$339.68,10.20.0.224,DEV-SUR-026A,ACC-610311,"Tokyo, Japan"
TXN-001290,2026-01-17 16:47:33,USR-038,ACC-003800,$235.54,172.16.0.53,DEV-GEU-038A,ACC-285652,"Toronto, Canada"
TXN-001562,2026-01-17 18:06:15,USR-105,ACC-010500,$50.24,172.20.0.91,DEV-JJH-105A,ACC-833247,"Singapore, SG"
TXN-002267,2026-01-17 18:56:40,USR-019,ACC-001900,$60.70,172.20.0.242,DEV-FIP-019A,ACC-341292,"Singapore, SG"
TXN-001444,2026-01-17 19:43:27,USR-145,ACC-014500,$154.00,172.20.0.208,DEV-BVB-145A,ACC-194682,"Singapore, SG"
TXN-001584,2026-01-17 19:59:56,USR-025,ACC-002500,$325.40,192.168.2.44,DEV-XEA-025A,ACC-509386,"Sydney, Australia"
TXN-001599,2026-01-17 20:02:13,USR-062,ACC-006200,$59.24,172.16.0.116,DEV-MCY-062A,ACC-587623,"Toronto, Canada"
TXN-001069,2026-01-17 21:57:39,USR-070,ACC-007000,$90.03,10.20.0.223,DEV-TRQ-070A,ACC-614663,"Tokyo, Japan"
TXN-001339,2026-01-17 22:04:54,USR-053,ACC-005300,$70.37,172.20.0.164,DEV-GQT-053A,ACC-646622,"Singapore, SG"
TXN-001623,2026-01-17 23:20:19,USR-109,ACC-010900,$126.59,10.10.0.195,DEV-KFU-109A,ACC-483629,"Berlin, Germany"
TXN-002875,2026-01-18 02:19:39,USR-107,ACC-010700,$146.07,192.168.2.232,DEV-JQQ-107A,ACC-810687,"Sydney, Australia"
TXN-002686,2026-01-18 04:25:44,USR-055,ACC-005500,$186.93,10.0.0.183,DEV-IMB-055A,ACC-540552,"London, UK"
TXN-002076,2026-01-18 04:57:02,USR-041,ACC-004100,$154.52,192.168.2.92,DEV-HBU-041A,ACC-468203,"Sydney, Australia"
TXN-001077,2026-01-18 08:21:34,USR-070,ACC-007000,$213.68,10.20.0.66,DEV-TRQ-070A,ACC-614663,"Tokyo, Japan"
TXN-002637,2026-01-18 12:20:03,USR-131,ACC-013100,$122.83,192.168.1.162,DEV-RSA-131A,ACC-386544,"New York, USA"
TXN-002282,2026-01-18 12:51:54,USR-036,ACC-003600,$224.34,172.16.0.239,DEV-VPD-036A,ACC-233636,"Toronto, Canada"
TXN-001897,2026-01-18 13:11:15,USR-002,ACC-000200,$30.18,192.168.1.151,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-002572,2026-01-18 13:23:19,USR-084,ACC-008400,$158.09,192.168.3.242,DEV-AFR-084A,ACC-703139,"Paris, France"
TXN-002533,2026-01-18 13:56:16,USR-137,ACC-013700,$11.75,10.0.0.113,DEV-TEJ-137A,ACC-837852,"London, UK"
TXN-001239,2026-01-18 14:39:17,USR-116,ACC-011600,$313.66,10.0.0.157,DEV-QYH-116A,ACC-823811,"London, UK"
TXN-002473,2026-01-18 17:36:05,USR-046,ACC-004600,$217.14,172.16.0.230,DEV-HOA-046A,ACC-400850,"Toronto, Canada"
TXN-002236,2026-01-18 19:28:53,USR-115,ACC-011500,$210.96,10.20.0.124,DEV-RTY-115A,ACC-539486,"Tokyo, Japan"
TXN-002372,2026-01-18 23:11:26,USR-024,ACC-002400,$323.39,192.168.1.181,DEV-OAC-024A,ACC-890170,"New York, USA"
TXN-001097,2026-01-19 06:01:13,USR-133,ACC-013300,$165.84,192.168.2.178,DEV-LEI-133A,ACC-440140,"Sydney, Australia"
TXN-001182,2026-01-19 06:07:14,USR-027,ACC-002700,$106.38,192.168.1.29,DEV-BPN-027A,ACC-656926,"New York, USA"
TXN-001099,2026-01-19 08:07:35,USR-010,ACC-001000,$356.73,10.20.0.98,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-001539,2026-01-19 09:09:59,USR-124,ACC-012400,$59.06,172.20.0.240,DEV-CPB-124A,ACC-388375,"Singapore, SG"
TXN-001432,2026-01-19 11:51:44,USR-145,ACC-014500,$84.53,172.20.0.117,DEV-BVB-145A,ACC-194682,"Singapore, SG"
TXN-002577,2026-01-19 14:49:06,USR-042,ACC-004200,$421.71,192.168.3.26,DEV-CZE-042A,ACC-378361,"Paris, France"
TXN-002342,2026-01-19 15:16:52,USR-021,ACC-002100,$58.50,172.20.0.66,DEV-MKC-021A,ACC-790993,"Singapore, SG"
TXN-001621,2026-01-19 16:46:44,USR-109,ACC-010900,$144.63,10.10.0.238,DEV-KFU-109A,ACC-483629,"Berlin, Germany"
TXN-001365,2026-01-19 17:45:03,USR-014,ACC-001400,$247.61,10.10.0.125,DEV-TNC-014A,ACC-755674,"Berlin, Germany"
TXN-001577,2026-01-19 18:38:07,USR-025,ACC-002500,$167.32,192.168.2.107,DEV-XEA-025A,ACC-509386,"Sydney, Australia"
TXN-002676,2026-01-19 18:40:29,USR-055,ACC-005500,$112.85,10.0.0.158,DEV-IMB-055A,ACC-540552,"London, UK"
TXN-001398,2026-01-19 18:46:26,USR-054,ACC-005400,$51.92,10.10.0.194,DEV-IXC-054A,ACC-258157,"Berlin, Germany"
TXN-002387,2026-01-19 19:57:21,USR-113,ACC-011300,$239.06,192.168.1.50,DEV-YIP-113A,ACC-779112,"New York, USA"
TXN-002756,2026-01-19 20:02:41,USR-127,ACC-012700,$193.50,10.10.0.129,DEV-DXB-127A,ACC-189511,"Berlin, Germany"
TXN-001596,2026-01-19 21:21:41,USR-062,ACC-006200,$110.40,172.16.0.49,DEV-MCY-062A,ACC-587623,"Toronto, Canada"
TXN-002247,2026-01-19 21:57:49,USR-089,ACC-008900,$165.88,172.20.0.156,DEV-TFO-089A,ACC-402020,"Singapore, SG"
TXN-001086,2026-01-19 22:07:47,USR-142,ACC-014200,$60.51,172.16.0.9,DEV-DFP-142A,ACC-897143,"Toronto, Canada"
TXN-002874,2026-01-19 22:50:46,USR-107,ACC-010700,$137.00,192.168.2.169,DEV-JQQ-107A,ACC-810687,"Sydney, Australia"
TXN-001645,2026-01-20 00:25:23,USR-072,ACC-007200,$263.97,192.168.3.175,DEV-HGD-072A,ACC-301939,"Paris, France"
TXN-001283,2026-01-20 00:39:29,USR-038,ACC-003800,$264.44,172.16.0.43,DEV-GEU-038A,ACC-285652,"Toronto, Canada"
TXN-001459,2026-01-20 00:47:15,USR-126,ACC-012600,$110.17,192.168.2.8,DEV-XKV-126A,ACC-518098,"Sydney, Australia"
TXN-001821,2026-01-20 01:00:56,USR-075,ACC-007500,$238.38,172.16.0.209,DEV-TCA-075A,ACC-398151,"Toronto, Canada"
TXN-002488,2026-01-20 06:20:17,USR-046,ACC-004600,$140.60,172.16.0.110,DEV-HOA-046A,ACC-400850,"Toronto, Canada"
TXN-002671,2026-01-20 06:24:00,USR-055,ACC-005500,$91.37,10.0.0.226,DEV-IMB-055A,ACC-540552,"London, UK"
TXN-001508,2026-01-20 06:51:44,USR-086,ACC-008600,$342.40,172.20.0.66,DEV-MKI-086A,ACC-209680,"Singapore, SG"
TXN-001483,2026-01-20 07:35:13,USR-056,ACC-005600,$186.64,192.168.1.77,DEV-TJA-056A,ACC-468845,"New York, USA"
TXN-001593,2026-01-20 09:00:00,USR-062,ACC-006200,$112.46,172.16.0.98,DEV-MCY-062A,ACC-587623,"Toronto, Canada"
TXN-002553,2026-01-20 12:30:22,USR-084,ACC-008400,$139.64,192.168.3.22,DEV-AFR-084A,ACC-703139,"Paris, France"
TXN-001843,2026-01-20 12:47:41,USR-003,ACC-000300,$82.94,172.20.0.40,DEV-VAU-003A,ACC-832052,"Singapore, SG"
TXN-002866,2026-01-20 13:31:34,USR-107,ACC-010700,$270.16,192.168.2.55,DEV-JQQ-107A,ACC-810687,"Sydney, Australia"
TXN-001126,2026-01-20 13:39:09,USR-009,ACC-000900,$294.46,192.168.2.46,DEV-UKB-009A,ACC-694731,"Sydney, Australia"
TXN-002393,2026-01-20 16:16:09,USR-150,ACC-015000,$270.48,10.0.0.54,DEV-DJZ-150A,ACC-832409,"London, UK"
TXN-002119,2026-01-20 16:19:30,USR-095,ACC-009500,$351.03,192.168.2.18,DEV-GJW-095A,ACC-530728,"Sydney, Australia"
TXN-001046,2026-01-20 17:50:03,USR-004,ACC-000400,$66.64,192.168.3.160,DEV-JJI-004A,ACC-377370,"Paris, France"
TXN-001719,2026-01-21 01:00:25,USR-093,ACC-009300,$124.77,10.20.0.214,DEV-UGA-093A,ACC-861319,"Tokyo, Japan"
TXN-002782,2026-01-21 02:49:01,USR-012,ACC-001200,$111.03,10.20.0.72,DEV-KPM-012A,ACC-363626,"Tokyo, Japan"
TXN-002667,2026-01-21 05:27:02,USR-068,ACC-006800,$120.38,192.168.2.227,DEV-ORI-068A,ACC-618317,"Sydney, Australia"
TXN-001815,2026-01-21 08:17:58,USR-075,ACC-007500,$215.86,172.16.0.2,DEV-TCA-075A,ACC-398151,"Toronto, Canada"
TXN-001520,2026-01-21 08:20:30,USR-144,ACC-014400,$89.71,192.168.3.231,DEV-BLH-144A,ACC-388016,"Paris, France"
TXN-002821,2026-01-21 09:10:30,USR-037,ACC-003700,$393.57,192.168.1.116,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-002435,2026-01-21 09:44:13,USR-065,ACC-006500,$98.03,192.168.1.140,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-002381,2026-01-21 10:57:27,USR-113,ACC-011300,$305.93,192.168.1.169,DEV-YIP-113A,ACC-779112,"New York, USA"
TXN-001680,2026-01-21 13:58:01,USR-032,ACC-003200,$110.62,10.10.0.33,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-001986,2026-01-21 16:28:42,USR-033,ACC-003300,$106.55,172.16.0.111,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-001388,2026-01-21 16:53:08,USR-138,ACC-013800,$48.26,192.168.3.194,DEV-WBA-138A,ACC-181644,"Paris, France"
TXN-002849,2026-01-21 17:34:53,USR-147,ACC-014700,$435.52,192.168.3.129,DEV-CQB-147A,ACC-841995,"Paris, France"
TXN-002276,2026-01-21 18:13:21,USR-100,ACC-010000,$299.51,10.10.0.137,DEV-TLC-100A,ACC-764532,"Berlin, Germany"
TXN-001707,2026-01-21 19:14:28,USR-111,ACC-011100,$131.77,192.168.2.35,DEV-SZZ-111A,ACC-684384,"Sydney, Australia"
TXN-002083,2026-01-21 19:22:42,USR-143,ACC-014300,$194.02,172.20.0.197,DEV-OPR-143A,ACC-691912,"Singapore, SG"
TXN-001704,2026-01-21 19:34:30,USR-111,ACC-011100,$297.93,192.168.2.250,DEV-SZZ-111A,ACC-684384,"Sydney, Australia"
TXN-002235,2026-01-21 20:16:33,USR-079,ACC-007900,$211.84,10.0.0.115,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-001942,2026-01-21 20:27:25,USR-008,ACC-000800,$204.73,172.16.0.57,DEV-HYR-008A,ACC-330283,"Toronto, Canada"
TXN-001748,2026-01-21 21:33:36,USR-098,ACC-009800,$27.91,172.16.0.143,DEV-UGQ-098A,ACC-516791,"Toronto, Canada"
TXN-001900,2026-01-21 23:47:57,USR-002,ACC-000200,$30.66,192.168.1.115,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-001569,2026-01-22 01:58:38,USR-105,ACC-010500,$38.71,172.20.0.22,DEV-JJH-105A,ACC-833247,"Singapore, SG"
TXN-002491,2026-01-22 02:14:34,USR-063,ACC-006300,$211.11,10.0.0.81,DEV-EIP-063A,ACC-427110,"London, UK"
TXN-002255,2026-01-22 07:15:04,USR-089,ACC-008900,$228.13,172.20.0.151,DEV-TFO-089A,ACC-402020,"Singapore, SG"
TXN-001320,2026-01-22 07:53:27,USR-028,ACC-002800,$61.65,172.16.0.224,DEV-BWK-028A,ACC-697347,"Toronto, Canada"
